vote_intention,age,sex,education,income,party_id,party_id_str,party_id_imp,ideology,feeling_democrat,feeling_republican,political_knowledge_intro,political_knowledge_catch1,political_knowledge_catch_feedback,political_knowledge_senate_term,political_knowledge_least_spending,political_knowledge_house_majority,political_knowledge_senate_majority,political_interest,follow_politics_media,understand_issues
2,80,0,3,5,2,7,3,6,0,60,1,1930,-1,1,1,1,1,2,2,1
1,38,1,4,21,3,4,5,4,0,0,1,1962,-1,1,0,1,1,2,3,3
1,45,0,5,2,3,4,5,2,40,40,1,1975,-1,0,0,1,1,2,2,4
1,42,0,3,15,3,4,5,4,40,30,1,1950,-1,0,0,0,1,2,2,4
1,40,1,3,2,3,3,3,4,80,5,1,1963,-1,0,0,1,1,2,2,2
1,25,0,3,15,1,1,3,1,100,0,1,1942,-1,0,0,0,1,2,2,2
1,75,1,4,18,1,1,3,3,85,0,1,1975,-1,1,1,1,1,2,1,2
1,46,0,3,15,1,1,5,2,75,0,1,1978,-1,1,1,0,1,2,2,4
1,49,0,5,22,1,1,2,2,90,0,1,1960,-1,1,0,0,1,2,2,1
1,80,0,4,15,3,5,3,5,50,50,1,1970,-1,1,0,1,1,2,2,3
2,66,0,3,10,2,7,2,6,0,70,1,1990,-1,1,1,1,1,1,2,2
2,55,0,3,10,2,7,4,2,0,100,1,2000,-1,1,0,0,1,2,3,2
1,80,1,5,10,3,5,5,4,85,30,1,1967,-1,1,1,0,1,2,3,3
1,57,0,3,8,3,3,2,2,70,10,1,1967,-1,0,0,1,0,2,2,2
2,68,0,4,14,2,7,2,6,0,85,1,1900,-1,1,0,1,1,2,2,2
1,67,0,4,16,3,3,2,4,50,40,1,1920,-1,1,0,1,1,2,3,2
1,33,0,3,2,3,4,3,4,50,50,1,1935,-1,0,0,0,0,3,3,3
2,53,0,3,18,3,5,3,5,50,60,1,1980,-1,0,0,0,1,2,4,3
1,59,0,5,22,3,3,2,3,85,15,1,1894,-1,1,1,1,1,1,1,2
2,39,1,4,15,3,5,3,6,0,70,1,1978,-1,0,0,1,1,1,2,1
2,69,0,1,2,2,6,4,6,30,70,1,1955,-1,0,0,0,1,2,2,2
2,80,1,4,15,3,4,2,5,40,40,1,1902,-1,1,0,1,1,1,1,2
1,31,0,5,22,1,2,2,2,70,0,1,1983,-1,1,1,1,1,2,2,3
2,49,1,5,20,3,5,3,6,0,80,1,1980,-1,1,1,1,1,2,2,1
1,22,1,3,16,1,2,5,4,85,10,1,1986,-1,0,1,0,1,2,3,3
1,59,1,4,18,2,6,5,5,50,50,1,2000,-1,0,1,1,1,2,2,2
1,29,1,4,8,1,2,3,2,60,0,1,1975,-1,0,0,0,0,2,2,3
2,69,0,3,19,2,7,5,6,0,85,1,1965,-1,0,0,1,1,2,2,1
1,39,1,3,12,3,4,5,2,75,10,1,1972,-1,1,1,1,1,1,1,1
1,36,1,2,4,3,4,2,5,70,40,1,1865,-1,0,0,0,1,2,3,2
1,59,0,4,19,1,1,1,4,100,0,1,1946,-1,0,0,1,1,1,1,1
2,49,1,3,21,2,7,4,5,40,70,1,1978,-1,1,0,0,0,3,3,3
1,29,1,4,7,1,1,5,2,70,10,1,1944,-1,1,0,1,1,2,1,2
2,47,1,3,10,3,4,2,4,40,40,1,1952,-1,0,0,0,0,2,2,2
1,66,1,3,2,1,1,3,1,100,0,2,1896,1,0,0,1,1,1,1,1
1,35,0,3,10,1,1,4,2,70,0,1,1984,-1,0,0,0,1,2,2,2
1,43,1,3,4,1,2,3,4,100,60,1,1998,-1,1,0,1,1,3,2,3
1,55,0,4,13,3,3,4,4,60,40,1,1985,-1,1,0,1,1,2,2,2
1,62,0,5,12,1,1,4,2,60,15,1,1985,-1,1,1,1,1,1,2,2
2,72,1,3,20,3,4,1,4,60,70,1,1942,-1,0,0,1,1,2,1,3
1,23,0,3,14,1,1,2,2,85,85,2,1900,-1,1,0,1,1,1,2,2
2,68,1,4,17,3,5,4,6,15,60,1,1937,-1,0,1,1,1,2,2,2
2,57,0,4,4,2,7,3,6,15,70,1,1950,-1,1,0,1,1,2,2,1
1,49,1,5,22,3,3,3,5,70,0,1,1890,-1,0,1,1,1,1,2,1
1,40,0,4,21,1,2,5,4,40,30,1,1970,-1,1,0,1,1,3,3,4
2,49,1,5,22,2,6,5,5,40,85,1,2000,-1,1,1,1,1,2,3,2
1,34,0,5,21,3,3,4,3,70,30,1,1997,-1,0,1,0,0,2,2,3
2,51,1,3,11,2,7,1,7,0,100,1,1975,-1,0,0,0,1,2,3,3
1,80,0,3,6,1,1,2,6,100,30,1,1932,-1,1,1,1,1,2,2,2
1,80,0,4,22,1,1,2,4,100,0,1,1970,-1,0,1,1,1,1,1,1
2,43,0,3,9,2,7,3,6,10,80,1,1890,-1,1,0,1,1,2,2,2
2,59,1,4,20,2,7,2,6,0,95,1,1996,-1,0,0,1,1,1,2,1
1,49,1,4,17,1,2,4,3,50,0,1,1969,-1,1,1,1,1,2,2,2
1,43,1,4,20,3,3,5,3,60,40,2,1978,-1,0,1,1,1,3,3,3
2,80,1,2,4,3,5,3,7,0,100,1,1960,-1,1,0,1,1,1,2,2
1,75,0,5,2,3,3,1,2,60,0,1,1972,-1,1,1,1,1,2,2,3
1,60,1,3,12,3,3,5,4,30,30,1,1979,-1,0,0,0,1,2,2,2
2,60,0,4,14,2,7,2,6,0,85,1,1990,-1,0,0,0,0,1,2,2
1,64,0,3,3,1,2,5,4,60,40,1,1972,-1,0,0,0,0,2,2,2
2,62,1,3,13,2,7,2,6,0,100,1,1999,-1,0,0,0,1,3,3,2
2,53,1,4,20,2,7,2,7,10,90,1,1960,-1,0,0,1,1,2,2,2
2,33,1,2,1,2,7,4,6,15,60,1,1928,-1,1,0,1,1,2,3,2
1,61,1,2,7,1,2,5,4,40,30,1,1960,-1,1,0,1,1,3,3,3
1,24,0,3,13,1,2,4,4,70,30,1,1989,-1,0,0,1,1,3,3,3
2,58,1,3,13,2,7,3,6,15,60,1,1982,-1,0,0,1,1,3,3,1
1,68,0,3,10,2,6,5,4,85,70,1,1965,-1,1,1,0,0,2,3,4
2,80,0,3,13,2,7,5,6,30,70,1,1960,-1,0,0,1,1,2,2,2
2,66,0,5,17,2,6,5,7,0,70,1,1985,-1,0,0,1,0,2,2,2
2,63,1,4,12,2,7,3,5,15,60,1,1963,-1,1,1,1,1,1,1,1
2,73,1,4,10,2,7,2,6,15,80,1,1985,-1,1,0,1,1,2,2,2
2,80,1,5,18,3,5,5,6,30,70,1,1980,-1,1,1,1,1,1,2,2
1,45,0,5,15,3,3,2,1,30,0,1,1943,-1,0,1,1,1,2,3,2
2,50,1,5,21,3,4,1,4,30,70,1,1960,-1,0,1,1,1,2,2,2
2,76,1,3,2,2,7,5,6,0,40,1,1970,-1,1,1,1,1,1,1,2
2,50,1,3,16,2,7,3,6,15,85,1,1876,-1,0,0,1,1,1,1,1
1,74,0,4,3,1,1,3,3,85,15,1,1965,-1,0,1,1,1,2,2,1
2,27,0,4,2,2,6,5,2,60,60,1,1900,-1,0,1,0,0,3,3,3
2,76,1,4,9,3,5,2,3,40,55,1,1944,-1,1,0,1,1,1,2,2
2,33,1,1,13,2,7,1,6,15,85,1,1970,-1,0,0,0,1,2,3,3
2,56,1,5,22,2,7,3,6,15,95,1,1955,-1,0,0,0,1,1,1,1
2,48,0,3,5,3,5,3,6,10,85,1,1984,-1,0,1,1,1,2,2,3
1,57,1,5,16,1,1,3,2,70,0,1,1960,-1,1,1,1,1,1,2,1
1,63,0,5,8,1,1,1,1,100,15,1,1776,-1,1,0,1,1,1,1,1
2,71,0,3,5,2,7,2,7,15,85,1,1934,-1,0,1,1,1,1,1,2
2,66,0,3,15,2,7,2,7,0,70,1,1967,-1,0,0,1,1,3,3,2
1,31,0,2,15,1,2,4,2,90,0,1,1998,-1,0,0,0,1,2,3,4
2,49,0,3,20,2,6,4,6,0,85,1,1890,-1,0,0,1,1,2,1,2
1,61,0,5,21,1,1,2,3,80,0,1,1995,-1,1,1,1,1,1,2,2
2,26,0,4,11,3,5,3,4,1,80,1,1984,-1,0,1,0,1,1,2,1
1,45,0,4,17,3,3,3,3,0,0,1,1986,-1,0,0,0,0,4,2,2
1,32,0,5,16,1,2,5,4,70,40,1,1980,-1,0,0,1,1,3,3,3
1,51,0,5,21,1,1,4,2,70,5,1,1990,-1,1,1,1,1,2,2,2
2,35,0,4,15,2,7,1,6,15,80,1,1982,-1,0,0,1,1,1,2,2
2,56,1,4,22,2,6,5,6,30,70,1,1975,-1,0,1,0,1,3,2,2
1,46,1,4,13,3,3,3,2,45,25,1,1996,-1,1,1,1,1,2,2,2
2,23,1,3,21,3,4,1,5,15,60,1,1898,-1,1,1,1,1,1,1,1
1,73,0,5,10,1,1,2,2,85,0,1,1969,-1,0,0,0,1,1,1,1
1,69,1,5,15,2,6,5,5,65,15,1,1955,-1,1,1,1,1,2,2,2
2,61,0,4,17,2,7,3,6,1,100,1,1920,-1,1,0,1,1,2,2,2
1,80,1,2,5,1,1,3,5,100,60,1,1996,-1,1,1,0,0,2,3,3
1,41,0,2,6,1,1,2,4,85,50,1,1900,-1,0,0,1,0,2,3,3
2,36,1,4,18,2,7,2,6,40,85,1,1950,-1,0,1,1,1,3,3,3
1,73,1,3,5,1,1,3,4,70,0,1,1980,-1,1,0,1,1,2,2,2
2,73,1,4,20,2,7,2,6,40,100,1,1985,-1,0,0,1,1,3,2,2
2,33,1,5,19,2,7,4,6,10,60,1,1990,-1,1,1,1,1,2,2,2
2,80,1,4,8,2,7,2,6,0,70,1,1984,-1,1,0,1,1,1,1,2
2,52,1,3,17,2,7,4,6,0,70,1,1976,-1,0,0,0,0,2,2,1
2,41,0,4,1,2,6,4,6,20,85,1,1984,-1,0,1,0,0,2,2,2
1,58,0,5,22,1,1,3,2,85,15,1,1990,-1,1,1,0,1,2,2,1
2,29,1,3,15,2,7,3,6,0,85,1,1985,-1,0,1,1,1,2,3,1
1,41,0,5,19,3,3,4,4,80,25,1,1990,-1,1,0,1,1,2,2,2
1,52,1,4,15,3,3,5,3,70,40,1,1975,-1,1,0,1,1,2,2,2
1,76,0,3,2,3,4,1,2,60,30,1,1969,-1,0,0,1,1,2,3,4
1,74,0,5,15,1,1,2,2,90,15,1,1992,-1,0,1,1,1,2,2,2
1,79,0,2,4,1,1,2,3,85,15,1,1961,-1,0,1,1,1,2,2,2
2,62,0,3,19,2,7,1,6,0,25,1,1960,-1,0,0,1,0,1,2,1
2,36,0,5,17,2,7,2,6,0,70,1,1950,-1,1,1,0,0,2,2,2
1,48,0,4,7,1,2,4,3,70,15,1,1876,-1,0,1,1,1,2,2,4
1,58,1,3,22,1,1,2,1,85,0,1,1950,-1,1,1,1,1,1,1,1
1,49,0,5,14,1,1,3,2,75,5,1,1968,-1,0,0,1,1,3,3,4
1,67,1,2,10,1,1,2,4,60,10,1,1896,1,1,1,1,1,2,2,2
2,57,1,3,4,3,4,5,5,0,50,1,1980,-1,0,0,1,0,3,3,3
2,29,0,1,10,3,5,1,6,0,40,1,1787,-1,0,1,0,1,2,2,2
1,37,1,3,10,3,3,5,1,80,15,1,1976,-1,1,0,1,1,1,1,2
2,65,0,2,22,2,7,2,7,0,85,1,1992,-1,1,0,1,1,1,1,1
1,68,0,3,6,3,4,2,2,60,0,1,1980,-1,0,1,1,1,1,2,1
1,50,1,4,18,3,5,1,4,60,5,1,1990,-1,0,0,1,1,2,2,2
2,57,1,3,16,2,7,3,7,15,60,1,1925,-1,1,1,1,1,1,2,1
2,71,1,5,16,3,4,3,5,0,30,1,1965,-1,1,1,1,1,3,2,2
1,58,0,4,20,1,1,3,2,80,10,1,1955,-1,0,0,1,1,2,2,2
2,22,1,2,1,1,1,1,4,0,100,2,1998,-1,0,0,1,0,2,2,3
2,62,0,3,15,2,7,2,6,0,85,1,1920,-1,1,1,1,1,2,2,2
2,32,0,4,1,2,7,5,6,0,100,1,1902,-1,0,0,0,0,2,2,2
1,30,0,5,21,1,2,4,2,60,40,1,1983,-1,0,0,1,1,1,2,1
1,47,1,3,5,3,3,5,4,70,0,1,2000,-1,0,0,1,1,2,2,2
2,35,0,4,19,2,7,5,7,0,50,1,1996,-1,0,0,0,0,4,3,2
2,66,0,2,6,2,7,4,6,15,70,1,1960,-1,0,0,1,1,2,2,2
1,42,0,3,10,1,2,4,2,80,5,1,1950,-1,1,0,1,1,3,2,2
1,25,0,4,8,1,2,5,4,50,50,1,1890,-1,0,1,0,0,4,3,3
1,62,0,1,3,2,6,3,4,50,50,2,1998,-1,0,0,1,0,3,3,3
1,48,1,4,4,1,2,4,4,65,10,1,1950,-1,1,1,1,1,2,1,2
1,66,0,3,14,1,2,4,2,70,0,1,1945,-1,0,1,1,1,2,2,2
2,30,1,4,8,3,4,2,4,0,0,1,1940,-1,0,1,1,1,1,1,1
2,63,1,3,9,2,7,2,7,0,70,1,1970,-1,0,0,1,1,2,2,2
1,61,0,4,10,1,1,3,3,60,40,1,1990,-1,0,1,0,0,1,2,2
2,43,1,2,20,2,7,2,7,0,85,1,1900,-1,0,1,1,1,1,2,1
2,68,1,4,10,2,7,1,7,0,100,1,1964,-1,1,1,1,1,1,1,1
2,58,1,4,22,2,6,5,5,25,60,1,1986,-1,1,1,1,1,1,1,1
2,54,1,5,20,2,7,5,6,0,85,1,1942,-1,1,1,1,1,1,2,2
1,72,0,4,10,1,1,3,4,85,15,1,1920,-1,1,0,1,1,2,2,1
2,69,1,4,21,2,6,5,5,30,70,1,1945,-1,1,1,1,1,2,2,2
1,30,1,3,10,3,3,5,3,40,10,1,1981,-1,0,0,1,1,2,2,1
2,36,1,4,16,2,6,5,6,0,85,1,1978,-1,1,1,1,1,2,3,4
1,80,1,3,8,3,3,4,3,60,0,1,1928,-1,1,1,1,1,2,2,2
1,70,0,2,5,1,1,1,6,100,0,1,1966,-1,0,0,1,1,2,3,4
2,53,0,3,7,2,7,4,5,30,85,1,1900,-1,1,0,1,1,2,3,2
1,53,1,4,20,1,2,5,2,70,0,1,1928,-1,1,1,1,1,2,2,1
1,51,1,5,22,3,3,3,2,80,0,1,1930,-1,1,1,1,1,1,1,2
2,57,1,2,18,3,5,2,6,15,70,1,1994,-1,1,1,1,1,2,2,2
2,41,1,5,18,2,6,5,5,0,25,1,1995,-1,0,0,0,1,3,2,5
2,37,1,4,17,2,6,3,6,15,70,1,1980,-1,0,0,1,1,2,3,2
1,63,1,3,21,3,5,3,5,60,40,1,1969,-1,0,1,1,1,2,2,2
1,40,0,3,10,1,1,2,2,85,60,1,1980,-1,0,0,1,0,2,2,2
1,37,1,3,15,1,1,2,3,85,0,1,1896,1,1,0,0,1,2,2,2
1,29,0,4,14,3,3,5,3,40,30,1,1901,-1,1,1,0,1,4,4,5
1,63,0,3,11,1,1,4,3,85,15,1,1980,-1,1,1,0,0,2,2,2
2,26,1,3,9,2,7,2,7,0,70,1,1965,-1,0,0,0,0,2,2,2
2,63,0,5,17,2,7,4,6,0,85,1,1965,-1,0,0,1,1,2,3,2
1,45,1,5,22,1,2,5,4,15,10,1,1955,-1,1,0,1,1,2,2,2
2,73,0,3,2,2,7,4,4,0,85,1,1924,-1,0,0,0,0,2,3,3
2,53,0,4,14,3,4,2,5,50,50,1,1972,-1,0,0,0,0,3,3,1
1,27,0,3,15,1,1,2,2,85,0,1,1996,-1,0,0,0,0,4,4,5
2,45,1,2,14,2,7,1,7,0,100,2,1896,1,0,0,1,0,4,4,3
2,58,1,5,21,3,5,5,7,0,5,1,1950,-1,1,1,1,1,2,2,2
1,70,1,3,3,1,2,3,4,70,60,1,1971,-1,0,0,0,1,3,3,1
1,58,0,4,15,3,3,3,4,60,0,1,1962,-1,0,0,1,1,2,2,2
2,27,1,4,22,2,6,4,6,20,75,1,1975,-1,1,0,1,1,2,3,2
2,57,1,4,6,3,5,5,3,30,30,1,1922,-1,1,0,1,1,2,2,3
2,45,0,3,18,3,5,5,5,10,70,1,1955,-1,1,0,1,1,1,2,1
1,65,1,3,15,3,3,2,4,100,0,1,1922,-1,0,1,1,1,1,2,2
1,63,0,5,20,1,1,3,1,70,15,1,1950,-1,1,1,1,1,1,1,1
1,60,1,4,6,3,3,5,2,65,15,1,1932,-1,1,1,1,1,1,1,1
1,34,1,4,11,1,2,5,3,60,30,1,1950,-1,0,0,1,1,2,2,2
1,41,1,2,15,1,1,2,2,85,0,1,1989,-1,0,0,0,1,2,1,1
2,62,1,4,19,2,7,2,6,30,70,1,1981,-1,0,0,1,1,2,2,2
1,43,1,5,22,1,2,5,4,40,30,1,1970,-1,1,1,0,0,2,2,2
1,31,1,2,18,3,3,1,4,70,70,1,1995,-1,1,0,0,1,2,3,2
2,30,0,2,2,2,6,3,6,0,60,1,1987,-1,0,0,0,0,3,3,3
2,67,0,2,10,2,7,1,7,15,100,1,1984,-1,0,0,1,1,2,2,2
1,34,1,4,7,1,1,3,2,85,0,1,1972,-1,1,1,1,1,1,2,2
2,46,0,3,19,3,5,4,6,0,85,1,1972,-1,0,0,1,1,1,2,2
1,43,1,3,15,3,3,3,3,60,40,1,1963,-1,0,0,1,1,2,1,1
1,51,0,3,11,1,1,3,4,60,40,1,1996,-1,0,0,0,0,2,2,2
2,66,1,2,17,2,7,4,6,15,70,1,1900,-1,1,1,1,1,2,2,2
1,70,0,5,15,1,1,2,4,70,30,1,1973,-1,1,1,1,1,1,1,2
2,66,0,3,5,2,7,2,2,0,100,2,1896,1,1,1,1,0,2,2,3
1,32,0,5,22,1,1,2,2,95,15,1,1970,-1,1,0,1,1,2,1,1
1,43,1,2,13,1,2,5,3,15,0,1,1982,-1,1,0,0,1,2,2,1
1,78,0,4,17,1,1,1,3,100,15,1,1940,-1,0,0,1,1,2,1,1
2,55,1,5,17,3,5,2,6,40,85,1,1964,-1,0,0,1,1,2,2,2
2,80,1,3,17,2,7,2,6,0,100,1,1980,-1,1,1,1,1,2,2,1
1,36,0,5,22,1,1,2,2,60,15,1,1990,-1,0,0,1,1,2,2,2
2,50,0,3,20,2,6,4,6,30,85,1,1000,-1,0,0,0,0,3,4,4
1,43,1,4,6,1,1,3,1,80,0,1,1977,-1,0,0,1,1,2,2,1
2,42,0,5,11,3,5,5,5,50,50,1,1978,-1,0,0,1,0,3,3,2
1,79,1,3,17,1,2,3,4,60,20,1,1947,-1,1,0,1,1,2,2,3
1,32,1,4,1,2,6,2,5,45,30,1,1901,-1,1,0,0,1,2,2,2
2,43,0,3,13,2,7,2,7,0,60,1,1977,-1,1,0,0,1,2,2,2
1,23,0,3,3,1,1,3,1,40,0,1,1950,-1,1,0,1,1,1,1,2
1,36,1,3,17,1,1,4,4,70,0,1,1999,-1,0,1,0,1,2,2,1
2,60,1,3,1,3,4,5,4,0,70,1,1996,-1,1,0,1,0,2,2,2
2,29,1,3,16,2,6,4,5,0,85,1,1967,-1,0,1,1,0,4,3,2
2,78,1,4,1,2,7,1,4,15,85,1,1976,-1,1,0,0,1,2,2,2
2,33,1,3,18,2,7,3,6,30,70,1,1995,-1,0,1,0,1,3,3,3
1,27,1,5,9,1,2,5,2,40,5,1,1949,-1,1,0,1,1,1,2,1
1,61,0,5,18,3,5,4,5,30,60,1,1950,-1,1,0,1,1,2,2,2
2,33,0,4,10,2,6,4,4,15,85,1,1996,-1,0,0,1,1,2,3,3
2,35,0,2,16,2,7,4,6,50,100,1,1997,-1,0,0,1,1,3,3,2
2,33,1,3,8,2,7,2,6,0,85,1,1900,-1,1,1,1,0,1,2,2
1,74,1,3,2,1,1,2,6,100,70,1,1979,-1,0,1,0,1,2,1,1
1,38,0,5,17,3,5,2,3,60,30,1,1965,-1,0,1,0,0,3,3,4
1,24,0,2,1,3,3,1,3,50,50,1,1900,-1,1,0,0,1,2,2,2
2,59,1,4,1,2,7,2,6,0,100,1,1973,-1,1,0,1,1,4,4,3
1,74,0,2,5,1,1,2,3,100,0,1,1956,-1,0,1,0,1,1,1,2
1,75,0,5,10,1,1,2,1,85,0,1,1965,-1,0,1,1,1,1,1,1
1,31,1,3,13,1,1,1,1,100,15,1,2000,-1,1,0,0,1,3,4,3
2,75,1,3,14,2,7,5,6,0,70,1,1950,-1,1,0,1,1,2,2,1
1,65,0,4,3,1,1,1,1,30,0,1,1960,-1,0,0,1,1,1,1,2
1,29,0,5,15,1,2,3,2,85,10,1,1998,-1,0,0,1,1,4,3,5
2,72,0,5,16,2,7,3,6,40,85,1,1976,-1,1,0,1,1,2,2,2
1,25,1,4,1,3,3,3,4,40,30,1,1917,-1,0,0,0,0,2,3,3
1,60,0,2,8,1,2,2,3,50,40,1,2000,-1,0,0,1,1,2,2,2
2,53,0,4,6,3,5,1,6,0,70,1,1861,-1,1,1,1,1,1,1,1
1,35,0,5,1,3,5,3,6,40,50,2,1957,-1,0,1,0,1,1,1,1
1,46,0,3,6,1,1,2,6,100,0,1,2000,-1,1,0,0,1,2,3,4
1,51,0,5,20,1,1,1,2,85,0,1,1975,-1,1,1,1,1,1,1,1
1,25,0,4,19,1,2,4,4,60,70,1,1975,-1,0,1,0,0,2,3,2
1,29,0,5,9,3,3,5,2,40,0,1,1934,-1,0,1,1,1,2,3,2
1,57,0,5,22,1,1,3,2,70,0,1,1989,-1,0,1,0,1,2,2,2
1,51,1,2,8,1,1,2,4,85,70,1,1928,-1,0,1,0,0,2,2,2
2,31,1,5,15,2,6,5,6,40,60,1,1000,-1,1,1,1,1,4,3,4
1,54,0,4,21,3,3,3,4,80,0,1,1973,-1,1,0,0,1,1,2,2
1,55,0,5,17,3,3,2,4,40,40,1,1963,-1,1,0,1,1,2,3,2
2,53,1,4,7,2,7,5,6,0,100,1,1978,-1,1,0,1,1,2,2,1
1,56,0,3,1,1,1,1,4,85,50,1,2000,-1,0,0,0,1,2,2,2
1,49,0,5,22,1,1,2,2,85,0,1,1990,-1,1,1,1,1,1,1,1
1,55,1,5,10,1,1,3,3,85,15,1,1970,-1,0,1,1,0,1,2,2
1,72,0,5,16,3,3,1,3,70,15,1,1972,-1,0,1,0,1,2,2,2
1,37,0,3,20,1,2,4,4,70,15,1,1966,-1,0,0,1,1,2,2,2
1,38,1,3,18,1,2,4,2,70,15,1,1990,-1,1,1,1,1,2,2,2
2,68,1,4,18,2,7,3,6,0,100,1,1977,-1,1,0,1,1,2,2,2
1,75,0,3,12,2,6,5,5,40,40,1,1950,-1,1,0,1,1,4,4,2
1,71,1,4,15,1,1,3,2,70,30,1,2000,-1,1,1,1,1,2,2,2
1,32,1,5,21,1,1,5,1,75,0,1,1965,-1,0,0,1,1,1,1,1
1,50,0,3,17,1,2,3,2,50,10,1,1960,-1,1,0,1,1,2,2,2
1,35,0,4,19,1,1,5,1,70,0,1,1950,-1,1,0,1,1,1,1,1
1,37,1,5,17,3,3,3,2,70,0,1,1987,-1,1,0,0,0,2,2,2
2,78,0,3,6,2,7,3,7,0,70,1,1969,-1,0,0,1,0,2,2,4
2,42,1,3,1,3,5,1,6,0,100,1,1979,-1,0,1,1,0,1,3,1
2,42,1,5,19,2,7,2,6,0,85,1,2000,-1,0,0,1,1,1,2,2
1,57,0,3,1,1,1,1,4,100,0,1,1992,-1,0,1,0,0,3,3,3
1,37,1,5,18,3,5,4,5,45,55,1,1984,-1,0,1,1,1,2,2,2
2,34,0,2,6,2,7,3,4,0,85,1,1998,-1,0,0,0,1,1,2,1
1,71,0,4,7,1,1,3,2,85,0,1,1958,-1,1,0,1,1,2,2,1
2,42,1,5,19,2,6,5,6,40,85,1,1896,2,1,0,1,1,2,3,1
2,62,1,4,20,2,7,3,6,0,70,1,1900,-1,0,1,0,1,3,3,2
2,63,0,2,5,2,7,2,6,10,65,1,1988,-1,1,0,1,1,2,2,2
1,27,0,4,11,1,1,3,1,68,5,1,1954,-1,1,1,1,1,3,3,4
2,33,1,3,17,3,5,5,6,15,60,1,1981,-1,1,1,1,1,2,3,2
2,63,1,4,7,2,7,5,6,0,90,1,1969,-1,0,1,1,1,2,2,1
2,72,0,4,20,2,7,3,6,0,85,1,1950,-1,1,0,1,1,1,1,1
1,26,0,5,13,1,1,4,2,70,40,1,1970,-1,0,1,1,1,2,2,1
2,35,1,2,10,3,5,5,4,60,60,1,1988,-1,0,1,0,1,2,2,3
2,61,0,3,9,2,7,2,6,0,100,1,1936,-1,1,0,0,1,2,2,2
2,58,0,2,2,2,6,4,4,70,40,1,2000,-1,0,0,0,1,2,2,2
2,52,1,3,17,3,4,2,6,15,85,1,1962,-1,0,0,1,1,1,1,2
2,69,1,3,11,2,7,4,6,0,100,1,1968,-1,0,0,0,1,3,3,2
1,60,0,3,4,3,3,2,4,85,0,1,1950,-1,0,0,1,1,1,1,1
1,47,0,3,11,1,1,3,1,85,0,1,1978,-1,1,0,1,1,2,2,2
2,67,1,3,6,2,7,1,5,0,100,1,1960,-1,0,0,1,1,2,2,2
1,57,1,3,12,1,1,2,2,85,0,1,1975,-1,1,0,1,1,1,1,1
1,31,0,4,22,1,1,1,2,85,0,1,1980,-1,0,1,0,1,2,2,2
2,73,0,5,3,3,5,3,4,-9,-9,1,1896,1,1,0,1,1,1,2,1
2,70,1,2,4,2,7,2,6,10,85,1,1960,-1,0,0,1,1,2,2,2
1,41,0,5,19,1,2,5,4,60,40,1,1987,-1,0,0,0,0,3,4,5
1,32,1,4,9,1,2,4,3,60,30,1,1960,-1,0,0,0,1,2,2,1
1,28,1,5,3,3,3,4,2,70,15,1,1890,-1,1,0,1,1,1,2,2
1,33,1,4,1,1,1,5,4,80,50,1,1960,-1,0,0,1,1,2,3,1
2,64,1,2,2,2,7,1,7,0,70,1,1900,-1,1,0,1,1,2,1,1
2,61,1,2,14,2,7,1,6,0,60,1,1972,-1,0,0,0,1,2,3,2
1,49,0,4,15,3,3,2,3,85,15,1,1980,-1,1,0,0,1,2,3,2
1,62,0,2,10,1,2,4,4,85,15,1,1995,-1,0,0,0,1,3,2,2
2,39,1,2,2,3,4,2,5,0,0,2,1980,-1,0,0,0,1,4,4,2
2,34,0,4,4,2,6,5,4,15,70,1,1960,-1,0,1,1,0,4,4,4
1,54,0,3,16,3,3,4,5,70,10,1,1994,-1,1,1,1,1,2,3,2
2,64,1,4,20,2,7,2,6,0,97,1,1897,-1,1,1,1,1,1,2,2
2,32,1,4,21,2,7,4,6,30,85,1,1975,-1,0,1,1,1,2,2,2
2,68,1,3,19,2,7,1,6,0,70,1,1951,-1,1,1,1,1,2,2,1
2,67,1,4,11,3,5,3,6,0,30,1,1972,-1,1,1,1,1,2,2,1
1,72,0,2,6,3,3,2,4,85,40,1,1980,-1,0,0,0,0,2,2,2
1,37,1,4,18,1,2,4,2,60,50,1,1987,-1,0,1,0,0,2,3,2
2,42,0,3,8,2,7,2,7,0,85,1,1925,-1,0,0,0,0,2,2,3
1,66,0,5,11,1,1,5,2,85,0,1,1965,-1,0,0,0,1,3,4,5
1,58,1,5,18,2,7,3,6,30,70,1,1980,-1,1,1,0,0,2,2,2
1,28,0,4,14,1,1,4,2,75,0,1,1985,-1,1,0,1,1,1,1,1
1,50,1,3,21,1,1,4,3,85,15,1,1960,-1,0,0,1,1,2,2,2
1,25,0,4,8,1,2,4,2,70,40,1,1842,-1,0,0,1,1,2,2,4
1,53,1,4,22,1,1,5,2,60,10,1,1888,-1,1,1,1,1,2,2,1
1,80,1,4,13,1,1,1,3,85,15,1,1960,-1,1,0,1,1,1,2,2
1,59,0,3,1,3,3,2,3,70,15,1,1950,-1,1,0,1,1,2,2,2
2,77,1,2,10,3,5,3,6,0,70,1,1900,-1,1,1,1,1,1,2,1
1,49,1,4,8,1,1,3,2,60,0,1,1938,-1,0,1,1,1,1,1,1
2,51,0,4,1,2,7,2,6,0,100,1,1945,-1,0,0,1,0,2,3,2
2,69,0,3,22,2,7,2,6,15,85,1,1988,-1,0,0,1,1,3,3,3
